LEA,SCHOOL_NAME,1314_GRADES_SERVED,1415_GRADES_SERVED,1516_GRADES_SERVED,1617_GRADES_SERVED,1718_GRADES_SERVED,1819_GRADES_SERVED,1920_GRADES_SERVED,2021_GRADES_SERVED,2122_GRADES_SERVED,2223_GRADES_SERVED,2324_GRADES_SERVED,1314_ACT_NUM_TESTED,1415_ACT_NUM_TESTED,1516_ACT_NUM_TESTED,1617_ACT_NUM_TESTED,1718_ACT_NUM_TESTED,1819_ACT_NUM_TESTED,1920_ACT_NUM_TESTED,2021_ACT_NUM_TESTED,2122_ACT_NUM_TESTED,2223_ACT_NUM_TESTED,2324_ACT_NUM_TESTED,1314_ACT_NUM_TESTED_12,1415_ACT_NUM_TESTED_12,1516_ACT_NUM_TESTED_12,1617_ACT_NUM_TESTED_12,1718_ACT_NUM_TESTED_12,1819_ACT_NUM_TESTED_12,1920_ACT_NUM_TESTED_12,2021_ACT_NUM_TESTED_12,2122_ACT_NUM_TESTED_12,2223_ACT_NUM_TESTED_12,2324_ACT_NUM_TESTED_12,1314_ACT_COMP,1415_ACT_COMP,1516_ACT_COMP,1617_ACT_COMP,1718_ACT_COMP,1819_ACT_COMP,1920_ACT_COMP,2021_ACT_COMP,2122_ACT_COMP,2223_ACT_COMP,2324_ACT_COMP,1314_ACT_MATH,1415_ACT_MATH,1516_ACT_MATH,1617_ACT_MATH,1718_ACT_MATH,1819_ACT_MATH,1920_ACT_MATH,2021_ACT_MATH,2122_ACT_MATH,2223_ACT_MATH,2324_ACT_MATH,1314_ACT_READ,1415_ACT_READ,1516_ACT_READ,1617_ACT_READ,1718_ACT_READ,1819_ACT_READ,1920_ACT_READ,2021_ACT_READ,2122_ACT_READ,2223_ACT_READ,2324_ACT_READ,1314_ACT_SCIENCE,1415_ACT_SCIENCE,1516_ACT_SCIENCE,1617_ACT_SCIENCE,1718_ACT_SCIENCE,1819_ACT_SCIENCE,1920_ACT_SCIENCE,2021_ACT_SCIENCE,2122_ACT_SCIENCE,2223_ACT_SCIENCE,2324_ACT_SCIENCE,1314_AP_PASS,1415_AP_PASS,1516_AP_PASS,1617_AP_PASS,1718_AP_PASS,1819_AP_PASS,1920_AP_PASS,2021_AP_PASS,2122_AP_PASS,2223_AP_PASS,2324_AP_PASS,1314_AP_EXAMS,1415_AP_EXAMS,1516_AP_EXAMS,1617_AP_EXAMS,1718_AP_EXAMS,1819_AP_EXAMS,1920_AP_EXAMS,2021_AP_EXAMS,2122_AP_EXAMS,2223_AP_EXAMS,2324_AP_EXAMS,1314_AP_STUDENTS,1415_AP_STUDENTS,1516_AP_STUDENTS,1617_AP_STUDENTS,1718_AP_STUDENTS,1819_AP_STUDENTS,1920_AP_STUDENTS,2021_AP_STUDENTS,2122_AP_STUDENTS,2223_AP_STUDENTS,2324_AP_STUDENTS,1314_CC_ACCUMULATION,1415_CC_ACCUMULATION,1516_CC_ACCUMULATION,1617_CC_ACCUMULATION,1718_CC_ACCUMULATION,1819_CC_ACCUMULATION,1920_CC_ACCUMULATION,2021_CC_ACCUMULATION,2122_CC_ACCUMULATION,2223_CC_ACCUMULATION,2324_CC_ACCUMULATION,1314_COLLEGE_GOING,1415_COLLEGE_GOING,1516_COLLEGE_GOING,1617_COLLEGE_GOING,1718_COLLEGE_GOING,1819_COLLEGE_GOING,1920_COLLEGE_GOING,2021_COLLEGE_GOING,2122_COLLEGE_GOING,2223_COLLEGE_GOING,2324_COLLEGE_GOING,1314_COLLEGE_REMEDIATION,1415_COLLEGE_REMEDIATION,1516_COLLEGE_REMEDIATION,1617_COLLEGE_REMEDIATION,1718_COLLEGE_REMEDIATION,1819_COLLEGE_REMEDIATION,1920_COLLEGE_REMEDIATION,2021_COLLEGE_REMEDIATION,2122_COLLEGE_REMEDIATION,2223_COLLEGE_REMEDIATION,2324_COLLEGE_REMEDIATION
5608035,Tyronza Elementary,K-6,K-6,K-6,K-6,K-6,K-6,K-6,3-6,3-6,3-6,3-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5608037,East Poinsett Co. High School,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,47.00,46.00,71.00,77.00,89.00,76.00,64.00,55.00,64.00,58.00,N/A,37.00,37.00,39.00,49.00,49.00,48.00,57.00,58.00,39.00,46.00,N/A,N/A,N/A,N/A,17.88,18.22,18.77,17.12,16.76,16.69,18.65,N/A,N/A,N/A,N/A,17.02,17.63,18.19,16.63,16.88,16.26,17.72,N/A,N/A,N/A,N/A,18.78,18.33,19.48,17.33,16.83,16.90,19.93,N/A,N/A,N/A,N/A,18.31,18.73,18.65,17.61,17.50,17.18,19.02,N/A,N/A,N/A,N/A,4.00,14.00,20.00,18.00,13.00,25.00,17.00,N/A,N/A,N/A,N/A,90.00,72.00,82.00,61.00,39.00,44.00,49.00,N/A,N/A,N/A,N/A,60.00,44.00,44.00,35.00,27.00,27.00,38.00,N/A,N/A,N/A,N/A,0.48,0.37,0.50,0.67,0.71,0.46,0.44,N/A,N/A,N/A,N/A,0.49,0.45,0.50,0.23,0.48,0.29,0.46,N/A,N/A,N/A,N/A,0.84,0.76,0.75,0.82,0.83,0.82,0.41,N/A
5703009,Louise Durham Elem. School,K-2,K-2,K-2,K-2,K-2,K-2,K-2,K-2,K-2,K-2,K-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5703010,Holly Harshman Elem. School,3-5,3-5,3-5,3-5,3-5,3-5,3-5,3-5,3-5,3-5,3-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5703011,Mena Middle School,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5703012,Mena High School,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,136.00,95.00,155.00,157.00,125.00,133.00,127.00,123.00,155.00,124.00,N/A,83.00,115.00,79.00,106.00,112.00,84.00,97.00,101.00,82.00,93.00,N/A,N/A,N/A,N/A,20.34,20.64,20.13,20.32,19.22,19.28,19.34,N/A,N/A,N/A,N/A,19.93,20.09,19.42,19.72,19.11,18.80,18.60,N/A,N/A,N/A,N/A,20.85,21.12,20.60,21.16,19.55,20.35,19.95,N/A,N/A,N/A,N/A,20.42,20.67,19.79,20.22,19.26,19.28,19.83,N/A,N/A,N/A,N/A,18.00,11.00,5.00,21.00,9.00,24.00,39.00,N/A,N/A,N/A,N/A,103.00,70.00,65.00,83.00,96.00,102.00,116.00,N/A,N/A,N/A,N/A,71.00,51.00,57.00,98.00,93.00,93.00,84.00,N/A,N/A,N/A,N/A,0.69,0.57,0.64,0.61,0.57,0.76,0.50,N/A,N/A,N/A,N/A,0.41,0.48,0.54,0.58,0.47,0.49,0.42,N/A,N/A,N/A,N/A,0.59,0.54,0.63,0.58,0.58,0.68,0.22,N/A
5706001,Acorn Elementary School,K-6,K-6,K-5,K-5,P-6,P-6,P-6,P-6,P-6,P-6,P-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5706002,Acorn High School,7-12,6-12,6-12,6-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,16.00,26.00,34.00,46.00,50.00,50.00,38.00,46.00,56.00,49.00,N/A,12.00,24.00,29.00,25.00,29.00,37.00,29.00,34.00,32.00,47.00,N/A,N/A,N/A,N/A,19.92,19.62,19.65,19.41,20.00,17.75,17.98,N/A,N/A,N/A,N/A,19.84,19.62,18.84,18.79,19.15,17.66,16.38,N/A,N/A,N/A,N/A,20.84,19.97,20.08,20.38,20.00,17.59,18.55,N/A,N/A,N/A,N/A,19.48,19.34,20.03,19.17,20.35,18.34,18.96,N/A,N/A,N/A,N/A,2.00,2.00,7.00,3.00,2.00,7.00,13.00,N/A,N/A,N/A,N/A,31.00,26.00,23.00,9.00,10.00,27.00,24.00,N/A,N/A,N/A,N/A,23.00,23.00,22.00,11.00,11.00,11.00,22.00,N/A,N/A,N/A,N/A,0.69,0.47,0.61,0.48,0.47,0.61,0.55,N/A,N/A,N/A,N/A,0.64,0.53,0.68,0.44,0.50,0.29,0.38,N/A,N/A,N/A,N/A,0.68,0.66,0.62,0.72,0.62,0.72,0.13,N/A
5706010,Oden Maddox Elementary School,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5706011,Oden High School,7-12,7-12,7-12,7-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.00,21.00,21.00,21.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.00,12.00,21.00,18.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.17,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.00,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.61,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.33,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.00,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.00,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.00,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.75,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.58,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.72,N/A,N/A,CV,N/A,N/A,N/A,N/A
5707016,Umpire Elementary School,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5707017,Umpire High School,7-12,7-12,7-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.00,14.00,15.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.00,2.00,7.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5707019,Van Cove Elementary School,K-6,K-6,K-6,P-6,P-6,P-6,P-6,P-6,P-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5707021,Wickes Elementary School,K-6,K-6,K-6,P-6,P-6,P-6,P-6,P-6,P-6,3-6,3-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5707023,Cossatot River High School,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,36.00,77.00,61.00,70.00,67.00,80.00,72.00,72.00,61.00,60.00,N/A,28.00,61.00,58.00,49.00,51.00,54.00,54.00,56.00,56.00,50.00,N/A,N/A,N/A,N/A,18.59,19.25,18.07,18.30,18.48,17.50,17.92,N/A,N/A,N/A,N/A,18.16,18.51,17.78,16.96,17.36,16.68,16.92,N/A,N/A,N/A,N/A,18.96,19.84,18.02,18.93,19.36,18.61,18.70,N/A,N/A,N/A,N/A,18.82,19.33,18.74,19.48,18.95,17.73,18.12,N/A,N/A,N/A,N/A,4.00,4.00,2.00,1.00,1.00,2.00,1.00,N/A,N/A,N/A,N/A,28.00,25.00,31.00,12.00,19.00,24.00,22.00,N/A,N/A,N/A,N/A,37.00,32.00,33.00,30.00,31.00,31.00,23.00,N/A,N/A,N/A,N/A,0.69,0.55,0.59,0.81,0.66,0.78,0.75,N/A,N/A,N/A,N/A,0.38,0.45,0.57,0.54,0.42,0.35,0.55,N/A,N/A,N/A,N/A,0.71,0.67,0.74,0.81,0.75,0.84,0.18,N/A
5801001,Atkins Elementary School,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5801002,Atkins High School,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,32.00,51.00,87.00,68.00,80.00,64.00,68.00,63.00,64.00,72.00,N/A,35.00,36.00,57.00,65.00,54.00,57.00,46.00,57.00,43.00,49.00,N/A,N/A,N/A,N/A,20.40,19.33,20.47,20.41,19.32,19.77,18.86,N/A,N/A,N/A,N/A,20.11,18.56,20.05,19.39,18.67,18.12,18.53,N/A,N/A,N/A,N/A,20.72,19.54,20.02,21.65,20.54,21.19,19.20,N/A,N/A,N/A,N/A,21.18,19.44,20.75,19.91,19.21,20.09,18.71,N/A,N/A,N/A,N/A,21.00,21.00,19.00,11.00,14.00,19.00,12.00,N/A,N/A,N/A,N/A,99.00,81.00,77.00,25.00,32.00,63.00,41.00,N/A,N/A,N/A,N/A,67.00,56.00,57.00,27.00,24.00,24.00,28.00,N/A,N/A,N/A,N/A,0.52,0.68,0.43,0.59,0.36,0.61,0.63,N/A,N/A,N/A,N/A,0.57,0.41,0.57,0.47,0.42,0.48,0.41,N/A,N/A,N/A,N/A,0.54,0.69,0.53,0.61,0.65,0.74,0.23,N/A
5801003,Atkins Middle School,5-8,5-8,5-8,5-8,5-8,5-8,5-8,5-8,5-8,5-8,5-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5802006,Dover High School,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,67.00,81.00,124.00,115.00,145.00,116.00,46.00,112.00,88.00,100.00,N/A,45.00,67.00,89.00,106.00,84.00,103.00,79.00,73.00,72.00,70.00,N/A,N/A,N/A,N/A,19.30,19.04,20.38,19.49,20.21,19.88,19.39,N/A,N/A,N/A,N/A,18.58,17.98,18.16,18.16,18.37,17.96,17.47,N/A,N/A,N/A,N/A,20.31,19.82,21.66,20.68,21.07,20.90,20.51,N/A,N/A,N/A,N/A,19.42,19.44,20.43,19.41,20.79,20.57,20.10,N/A,N/A,N/A,N/A,36.00,29.00,17.00,23.00,37.00,29.00,23.00,N/A,N/A,N/A,N/A,194.00,180.00,140.00,90.00,112.00,94.00,95.00,N/A,N/A,N/A,N/A,124.00,125.00,118.00,83.00,90.00,89.00,79.00,N/A,N/A,N/A,N/A,0.56,0.49,0.51,0.62,0.55,0.65,0.69,N/A,N/A,N/A,N/A,0.50,0.48,0.45,0.45,0.49,0.55,0.45,N/A,N/A,N/A,N/A,0.66,0.74,0.61,0.71,0.68,0.69,0.19,N/A
5802008,Dover Middle School,6-8,6-8,6-8,5-8,5-8,5-8,5-8,5-8,5-8,5-8,5-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
